"rules","support","confidence","coverage","lift","count"
"{COMP8410} => {COMP6240}",0.244604316546763,0.390804597701149,0.62589928057554,0.93658343242172,34
"{COMP6240} => {COMP8430}",0.244604316546763,0.586206896551724,0.41726618705036,0.876158694846125,34
"{COMP8430} => {COMP6240}",0.244604316546763,0.365591397849462,0.669064748201439,0.876158694846125,34
"{COMP6240,COMP8410} => {COMP8430}",0.23021582733813,0.941176470588235,0.244604316546763,1.4067046173308,32
"{COMP6240,COMP8430} => {COMP8410}",0.23021582733813,0.941176470588235,0.244604316546763,1.50371872887086,32
"{COMP8410,COMP8430} => {COMP6240}",0.23021582733813,0.390243902439024,0.589928057553957,0.935239697224558,32
"{COMP8420} => {COMP6490}",0.215827338129496,0.638297872340426,0.338129496402878,1.77446808510638,30
"{COMP6490} => {COMP8420}",0.215827338129496,0.6,0.359712230215827,1.77446808510638,30
"{COMP6490} => {COMP6730}",0.215827338129496,0.6,0.359712230215827,0.851020408163265,30
"{COMP6730} => {COMP6490}",0.215827338129496,0.306122448979592,0.705035971223022,0.851020408163265,30
"{COMP6490,COMP8420} => {COMP8410}",0.215827338129496,1,0.215827338129496,1.59770114942529,30
"{COMP8410,COMP8420} => {COMP6490}",0.215827338129496,0.681818181818182,0.316546762589928,1.89545454545455,30
"{COMP6490,COMP8410} => {COMP8420}",0.215827338129496,0.625,0.345323741007194,1.84840425531915,30
"{COMP6490,COMP8420} => {COMP8430}",0.215827338129496,1,0.215827338129496,1.49462365591398,30
"{COMP8420,COMP8430} => {COMP6490}",0.215827338129496,0.697674418604651,0.309352517985611,1.93953488372093,30
"{COMP6490,COMP8430} => {COMP8420}",0.215827338129496,0.612244897959184,0.352517985611511,1.81068171949631,30
"{COMP6490,COMP8410,COMP8420} => {COMP8430}",0.215827338129496,1,0.215827338129496,1.49462365591398,30
"{COMP6490,COMP8420,COMP8430} => {COMP8410}",0.215827338129496,1,0.215827338129496,1.59770114942529,30
"{COMP8410,COMP8420,COMP8430} => {COMP6490}",0.215827338129496,0.697674418604651,0.309352517985611,1.93953488372093,30
"{COMP6490,COMP8410,COMP8430} => {COMP8420}",0.215827338129496,0.638297872340426,0.338129496402878,1.88773200543232,30
"{COMP6490,COMP6730} => {COMP8430}",0.20863309352518,0.966666666666667,0.215827338129496,1.44480286738351,29
"{COMP6490,COMP8430} => {COMP6730}",0.20863309352518,0.591836734693878,0.352517985611511,0.839441899208663,29
"{COMP6730,COMP8430} => {COMP6490}",0.20863309352518,0.5,0.41726618705036,1.39,29
"{COMP6490,COMP6730} => {COMP8410}",0.201438848920863,0.933333333333333,0.215827338129496,1.4911877394636,28
"{COMP6490,COMP8410} => {COMP6730}",0.201438848920863,0.583333333333333,0.345323741007194,0.827380952380952,28
"{COMP6730,COMP8410} => {COMP6490}",0.201438848920863,0.528301886792453,0.381294964028777,1.46867924528302,28
"{COMP8420} => {COMP7240}",0.194244604316547,0.574468085106383,0.338129496402878,1.24767287234043,27
"{COMP7240} => {COMP8420}",0.194244604316547,0.421875,0.460431654676259,1.24767287234043,27
"{COMP6490} => {COMP7240}",0.194244604316547,0.54,0.359712230215827,1.1728125,27
"{COMP7240} => {COMP6490}",0.194244604316547,0.421875,0.460431654676259,1.1728125,27
"{COMP6240,COMP6730} => {COMP8410}",0.194244604316547,0.551020408163265,0.352517985611511,0.88036593947924,27
"{COMP6240,COMP8410} => {COMP6730}",0.194244604316547,0.794117647058823,0.244604316546763,1.12635054021609,27
"{COMP6730,COMP8410} => {COMP6240}",0.194244604316547,0.509433962264151,0.381294964028777,1.22088484059857,27
"{COMP6240,COMP6730} => {COMP8430}",0.194244604316547,0.551020408163265,0.352517985611511,0.823568136932192,27
"{COMP6240,COMP8430} => {COMP6730}",0.194244604316547,0.794117647058823,0.244604316546763,1.12635054021609,27
"{COMP6730,COMP8430} => {COMP6240}",0.194244604316547,0.46551724137931,0.41726618705036,1.11563614744352,27
"{COMP6490,COMP7240} => {COMP8410}",0.194244604316547,1,0.194244604316547,1.59770114942529,27
"{COMP6490,COMP8410} => {COMP7240}",0.194244604316547,0.5625,0.345323741007194,1.2216796875,27
"{COMP7240,COMP8410} => {COMP6490}",0.194244604316547,0.6,0.323741007194245,1.668,27
"{COMP6490,COMP6730,COMP8410} => {COMP8430}",0.194244604316547,0.964285714285714,0.201438848920863,1.44124423963134,27
"{COMP6490,COMP6730,COMP8430} => {COMP8410}",0.194244604316547,0.931034482758621,0.20863309352518,1.48751486325803,27
"{COMP6490,COMP8410,COMP8430} => {COMP6730}",0.194244604316547,0.574468085106383,0.338129496402878,0.814806773773339,27
"{COMP6730,COMP8410,COMP8430} => {COMP6490}",0.194244604316547,0.5625,0.345323741007194,1.56375,27
"{COMP7240,COMP8420} => {COMP8410}",0.18705035971223,0.962962962962963,0.194244604316547,1.53852703277991,26
"{COMP8410,COMP8420} => {COMP7240}",0.18705035971223,0.590909090909091,0.316546762589928,1.28338068181818,26
"{COMP7240,COMP8410} => {COMP8420}",0.18705035971223,0.577777777777778,0.323741007194245,1.70874704491726,26
"{COMP7240,COMP8420} => {COMP8430}",0.18705035971223,0.962962962962963,0.194244604316547,1.43926722421346,26
"{COMP8420,COMP8430} => {COMP7240}",0.18705035971223,0.604651162790698,0.309352517985612,1.31322674418605,26
"{COMP7240,COMP8430} => {COMP8420}",0.18705035971223,0.553191489361702,0.338129496402878,1.63603440470801,26
"{COMP6490,COMP7240} => {COMP8430}",0.18705035971223,0.962962962962963,0.194244604316547,1.43926722421346,26
"{COMP6490,COMP8430} => {COMP7240}",0.18705035971223,0.530612244897959,0.352517985611511,1.15242346938776,26
"{COMP7240,COMP8430} => {COMP6490}",0.18705035971223,0.553191489361702,0.338129496402878,1.53787234042553,26
"{COMP7240,COMP8410,COMP8420} => {COMP8430}",0.18705035971223,1,0.18705035971223,1.49462365591398,26
"{COMP7240,COMP8420,COMP8430} => {COMP8410}",0.18705035971223,1,0.18705035971223,1.59770114942529,26
"{COMP8410,COMP8420,COMP8430} => {COMP7240}",0.18705035971223,0.604651162790698,0.309352517985612,1.31322674418605,26
"{COMP7240,COMP8410,COMP8430} => {COMP8420}",0.18705035971223,0.619047619047619,0.302158273381295,1.83080040526849,26
"{COMP6490,COMP7240,COMP8410} => {COMP8430}",0.18705035971223,0.962962962962963,0.194244604316547,1.43926722421346,26
"{COMP6490,COMP7240,COMP8430} => {COMP8410}",0.18705035971223,1,0.18705035971223,1.59770114942529,26
"{COMP6490,COMP8410,COMP8430} => {COMP7240}",0.18705035971223,0.553191489361702,0.338129496402878,1.20146276595745,26
"{COMP7240,COMP8410,COMP8430} => {COMP6490}",0.18705035971223,0.619047619047619,0.302158273381295,1.72095238095238,26
"{COMP8420} => {COMP6730}",0.179856115107914,0.531914893617021,0.338129496402878,0.754450716456796,25
"{COMP6730} => {COMP8420}",0.179856115107914,0.255102040816327,0.705035971223022,0.754450716456796,25
"{COMP6730,COMP8420} => {COMP8410}",0.179856115107914,1,0.179856115107914,1.59770114942529,25
"{COMP8410,COMP8420} => {COMP6730}",0.179856115107914,0.568181818181818,0.316546762589928,0.805890538033395,25
"{COMP6730,COMP8410} => {COMP8420}",0.179856115107914,0.471698113207547,0.381294964028777,1.39502207948615,25
"{COMP6730,COMP7240} => {COMP8430}",0.179856115107914,0.625,0.287769784172662,0.934139784946237,25
"{COMP7240,COMP8430} => {COMP6730}",0.179856115107914,0.531914893617021,0.338129496402878,0.754450716456796,25
"{COMP6730,COMP8430} => {COMP7240}",0.179856115107914,0.431034482758621,0.41726618705036,0.936153017241379,25
"{COMP6240,COMP6730,COMP8410} => {COMP8430}",0.179856115107914,0.925925925925926,0.194244604316547,1.38391079251294,25
"{COMP6240,COMP6730,COMP8430} => {COMP8410}",0.179856115107914,0.925925925925926,0.194244604316547,1.47935291613453,25
"{COMP6240,COMP8410,COMP8430} => {COMP6730}",0.179856115107914,0.78125,0.230215827338129,1.10809948979592,25
"{COMP6730,COMP8410,COMP8430} => {COMP6240}",0.179856115107914,0.520833333333333,0.345323741007194,1.24820402298851,25
"{COMP8600} => {COMP8430}",0.172661870503597,0.923076923076923,0.18705035971223,1.37965260545906,24
"{COMP8430} => {COMP8600}",0.172661870503597,0.258064516129032,0.669064748201439,1.37965260545906,24
"{COMP6730,COMP8420} => {COMP8430}",0.172661870503597,0.96,0.179856115107914,1.43483870967742,24
"{COMP8420,COMP8430} => {COMP6730}",0.172661870503597,0.558139534883721,0.309352517985612,0.791646891314665,24
"{COMP6730,COMP8430} => {COMP8420}",0.172661870503597,0.413793103448276,0.41726618705036,1.22377109317682,24
"{COMP6730,COMP7240} => {COMP8410}",0.172661870503597,0.6,0.287769784172662,0.958620689655172,24
"{COMP7240,COMP8410} => {COMP6730}",0.172661870503597,0.533333333333333,0.323741007194245,0.756462585034014,24
"{COMP6730,COMP8410} => {COMP7240}",0.172661870503597,0.452830188679245,0.381294964028777,0.983490566037736,24
"{COMP6730,COMP8410,COMP8420} => {COMP8430}",0.172661870503597,0.96,0.179856115107914,1.43483870967742,24
"{COMP6730,COMP8420,COMP8430} => {COMP8410}",0.172661870503597,1,0.172661870503597,1.59770114942529,24
"{COMP8410,COMP8420,COMP8430} => {COMP6730}",0.172661870503597,0.558139534883721,0.309352517985612,0.791646891314665,24
"{COMP6730,COMP8410,COMP8430} => {COMP8420}",0.172661870503597,0.5,0.345323741007194,1.47872340425532,24
"{COMP6730,COMP7240,COMP8410} => {COMP8430}",0.151079136690647,0.875,0.172661870503597,1.30779569892473,21
"{COMP6730,COMP7240,COMP8430} => {COMP8410}",0.151079136690647,0.84,0.179856115107914,1.34206896551724,21
"{COMP7240,COMP8410,COMP8430} => {COMP6730}",0.151079136690647,0.5,0.302158273381295,0.709183673469388,21
"{COMP6730,COMP8410,COMP8430} => {COMP7240}",0.151079136690647,0.4375,0.345323741007194,0.9501953125,21
"{COMP7230} => {COMP7240}",0.143884892086331,0.8,0.179856115107914,1.7375,20
"{COMP7240} => {COMP7230}",0.143884892086331,0.3125,0.460431654676259,1.7375,20
"{COMP8600} => {COMP8410}",0.143884892086331,0.769230769230769,0.18705035971223,1.2290008841733,20
"{COMP8410} => {COMP8600}",0.143884892086331,0.229885057471264,0.62589928057554,1.2290008841733,20
"{COMP6240} => {COMP6490}",0.143884892086331,0.344827586206897,0.41726618705036,0.958620689655173,20
"{COMP6490} => {COMP6240}",0.143884892086331,0.4,0.359712230215827,0.958620689655172,20
"{COMP8410,COMP8600} => {COMP8430}",0.143884892086331,1,0.143884892086331,1.49462365591398,20
"{COMP8430,COMP8600} => {COMP8410}",0.143884892086331,0.833333333333333,0.172661870503597,1.33141762452107,20
"{COMP8410,COMP8430} => {COMP8600}",0.143884892086331,0.24390243902439,0.589928057553957,1.30393996247655,20
"{COMP6240,COMP6490} => {COMP8430}",0.143884892086331,1,0.143884892086331,1.49462365591398,20
"{COMP6240,COMP8430} => {COMP6490}",0.143884892086331,0.588235294117647,0.244604316546763,1.63529411764706,20
"{COMP6490,COMP8430} => {COMP6240}",0.143884892086331,0.408163265306122,0.352517985611511,0.978184377199156,20
"{COMP7230} => {COMP8410}",0.136690647482014,0.76,0.179856115107914,1.21425287356322,19
"{COMP8410} => {COMP7230}",0.136690647482014,0.218390804597701,0.62589928057554,1.21425287356322,19
"{COMP7230} => {COMP8430}",0.136690647482014,0.76,0.179856115107914,1.13591397849462,19
"{COMP8430} => {COMP7230}",0.136690647482014,0.204301075268817,0.669064748201439,1.13591397849462,19
"{COMP7230,COMP8410} => {COMP8430}",0.136690647482014,1,0.136690647482014,1.49462365591398,19
"{COMP7230,COMP8430} => {COMP8410}",0.136690647482014,1,0.136690647482014,1.59770114942529,19
"{COMP8410,COMP8430} => {COMP7230}",0.136690647482014,0.231707317073171,0.589928057553957,1.28829268292683,19
"{COMP6490,COMP8420} => {COMP7240}",0.136690647482014,0.633333333333333,0.215827338129496,1.37552083333333,19
"{COMP7240,COMP8420} => {COMP6490}",0.136690647482014,0.703703703703704,0.194244604316547,1.9562962962963,19
"{COMP6490,COMP7240} => {COMP8420}",0.136690647482014,0.703703703703704,0.194244604316547,2.08116627265563,19
"{COMP6490,COMP7240,COMP8420} => {COMP8410}",0.136690647482014,1,0.136690647482014,1.59770114942529,19
"{COMP6490,COMP8410,COMP8420} => {COMP7240}",0.136690647482014,0.633333333333333,0.215827338129496,1.37552083333333,19
"{COMP7240,COMP8410,COMP8420} => {COMP6490}",0.136690647482014,0.730769230769231,0.18705035971223,2.03153846153846,19
"{COMP6490,COMP7240,COMP8410} => {COMP8420}",0.136690647482014,0.703703703703704,0.194244604316547,2.08116627265563,19
"{COMP6490,COMP7240,COMP8420} => {COMP8430}",0.136690647482014,1,0.136690647482014,1.49462365591398,19
"{COMP6490,COMP8420,COMP8430} => {COMP7240}",0.136690647482014,0.633333333333333,0.215827338129496,1.37552083333333,19
"{COMP7240,COMP8420,COMP8430} => {COMP6490}",0.136690647482014,0.730769230769231,0.18705035971223,2.03153846153846,19
"{COMP6490,COMP7240,COMP8430} => {COMP8420}",0.136690647482014,0.730769230769231,0.18705035971223,2.16121112929624,19
"{COMP6490,COMP7240,COMP8410,COMP8420} => {COMP8430}",0.136690647482014,1,0.136690647482014,1.49462365591398,19
"{COMP6490,COMP7240,COMP8420,COMP8430} => {COMP8410}",0.136690647482014,1,0.136690647482014,1.59770114942529,19
"{COMP6490,COMP8410,COMP8420,COMP8430} => {COMP7240}",0.136690647482014,0.633333333333333,0.215827338129496,1.37552083333333,19
"{COMP7240,COMP8410,COMP8420,COMP8430} => {COMP6490}",0.136690647482014,0.730769230769231,0.18705035971223,2.03153846153846,19
"{COMP6490,COMP7240,COMP8410,COMP8430} => {COMP8420}",0.136690647482014,0.730769230769231,0.18705035971223,2.16121112929624,19
"{COMP6240,COMP6490} => {COMP8410}",0.129496402877698,0.9,0.143884892086331,1.43793103448276,18
"{COMP6240,COMP8410} => {COMP6490}",0.129496402877698,0.529411764705882,0.244604316546763,1.47176470588235,18
"{COMP6490,COMP8410} => {COMP6240}",0.129496402877698,0.375,0.345323741007194,0.898706896551724,18
"{COMP6240,COMP6490,COMP8410} => {COMP8430}",0.129496402877698,1,0.129496402877698,1.49462365591398,18
"{COMP6240,COMP6490,COMP8430} => {COMP8410}",0.129496402877698,0.9,0.143884892086331,1.43793103448276,18
"{COMP6240,COMP8410,COMP8430} => {COMP6490}",0.129496402877698,0.5625,0.23021582733813,1.56375,18
"{COMP6490,COMP8410,COMP8430} => {COMP6240}",0.129496402877698,0.382978723404255,0.338129496402878,0.917828319882612,18
"{COMP8600} => {COMP8420}",0.122302158273381,0.653846153846154,0.18705035971223,1.93371522094926,17
"{COMP8420} => {COMP8600}",0.122302158273381,0.361702127659574,0.338129496402878,1.93371522094926,17
"{COMP8600} => {COMP6730}",0.115107913669065,0.615384615384615,0.18705035971223,0.872841444270016,16
"{COMP6730} => {COMP8600}",0.115107913669065,0.163265306122449,0.705035971223022,0.872841444270016,16
"{COMP6240} => {COMP8420}",0.115107913669065,0.275862068965517,0.41726618705036,0.815847395451211,16
"{COMP8420} => {COMP6240}",0.115107913669065,0.340425531914894,0.338129496402878,0.81584739545121,16
"{COMP7230,COMP7240} => {COMP8410}",0.115107913669065,0.8,0.143884892086331,1.27816091954023,16
"{COMP7230,COMP8410} => {COMP7240}",0.115107913669065,0.842105263157895,0.136690647482014,1.82894736842105,16
"{COMP7240,COMP8410} => {COMP7230}",0.115107913669065,0.355555555555556,0.323741007194245,1.97688888888889,16
"{COMP7230,COMP7240} => {COMP8430}",0.115107913669065,0.8,0.143884892086331,1.19569892473118,16
"{COMP7230,COMP8430} => {COMP7240}",0.115107913669065,0.842105263157895,0.136690647482014,1.82894736842105,16
"{COMP7240,COMP8430} => {COMP7230}",0.115107913669065,0.340425531914894,0.338129496402878,1.89276595744681,16
"{COMP8420,COMP8600} => {COMP8410}",0.115107913669065,0.941176470588235,0.122302158273381,1.50371872887086,16
"{COMP8410,COMP8600} => {COMP8420}",0.115107913669065,0.8,0.143884892086331,2.36595744680851,16
"{COMP8410,COMP8420} => {COMP8600}",0.115107913669065,0.363636363636364,0.316546762589928,1.94405594405594,16
"{COMP8420,COMP8600} => {COMP8430}",0.115107913669065,0.941176470588235,0.122302158273381,1.4067046173308,16
"{COMP8430,COMP8600} => {COMP8420}",0.115107913669065,0.666666666666667,0.172661870503597,1.97163120567376,16
"{COMP8420,COMP8430} => {COMP8600}",0.115107913669065,0.372093023255814,0.309352517985612,1.98926654740608,16
"{COMP6730,COMP8600} => {COMP8430}",0.115107913669065,1,0.115107913669065,1.49462365591398,16
"{COMP8430,COMP8600} => {COMP6730}",0.115107913669065,0.666666666666667,0.172661870503597,0.945578231292517,16
"{COMP6730,COMP8430} => {COMP8600}",0.115107913669065,0.275862068965517,0.41726618705036,1.47480106100796,16
"{COMP7230,COMP7240,COMP8410} => {COMP8430}",0.115107913669065,1,0.115107913669065,1.49462365591398,16
"{COMP7230,COMP7240,COMP8430} => {COMP8410}",0.115107913669065,1,0.115107913669065,1.59770114942529,16
"{COMP7230,COMP8410,COMP8430} => {COMP7240}",0.115107913669065,0.842105263157895,0.136690647482014,1.82894736842105,16
"{COMP7240,COMP8410,COMP8430} => {COMP7230}",0.115107913669065,0.380952380952381,0.302158273381295,2.11809523809524,16
"{COMP8410,COMP8420,COMP8600} => {COMP8430}",0.115107913669065,1,0.115107913669065,1.49462365591398,16
"{COMP8420,COMP8430,COMP8600} => {COMP8410}",0.115107913669065,1,0.115107913669065,1.59770114942529,16
"{COMP8410,COMP8430,COMP8600} => {COMP8420}",0.115107913669065,0.8,0.143884892086331,2.36595744680851,16
"{COMP8410,COMP8420,COMP8430} => {COMP8600}",0.115107913669065,0.372093023255814,0.309352517985612,1.98926654740608,16
"{COMP6240,COMP8420} => {COMP8410}",0.107913669064748,0.9375,0.115107913669065,1.49784482758621,15
"{COMP6240,COMP8410} => {COMP8420}",0.107913669064748,0.441176470588235,0.244604316546763,1.30475594493116,15
"{COMP8410,COMP8420} => {COMP6240}",0.107913669064748,0.340909090909091,0.316546762589928,0.817006269592476,15
"{COMP6240,COMP6490} => {COMP6730}",0.107913669064748,0.75,0.143884892086331,1.06377551020408,15
"{COMP6240,COMP6730} => {COMP6490}",0.107913669064748,0.306122448979592,0.352517985611511,0.851020408163265,15
"{COMP6490,COMP6730} => {COMP6240}",0.107913669064748,0.5,0.215827338129496,1.19827586206897,15
"{COMP6240,COMP6490,COMP6730} => {COMP8430}",0.107913669064748,1,0.107913669064748,1.49462365591398,15
"{COMP6240,COMP6490,COMP8430} => {COMP6730}",0.107913669064748,0.75,0.143884892086331,1.06377551020408,15
"{COMP6240,COMP6730,COMP8430} => {COMP6490}",0.107913669064748,0.555555555555556,0.194244604316547,1.54444444444444,15
"{COMP6490,COMP6730,COMP8430} => {COMP6240}",0.107913669064748,0.517241379310345,0.20863309352518,1.23959571938169,15
"{COMP6240,COMP8420} => {COMP8430}",0.100719424460432,0.875,0.115107913669065,1.30779569892473,14
"{COMP6240,COMP8430} => {COMP8420}",0.100719424460432,0.411764705882353,0.244604316546763,1.21777221526909,14
"{COMP8420,COMP8430} => {COMP6240}",0.100719424460432,0.325581395348837,0.309352517985611,0.780272654370489,14
"{COMP6490,COMP8420} => {COMP6730}",0.100719424460432,0.466666666666667,0.215827338129496,0.661904761904762,14
"{COMP6730,COMP8420} => {COMP6490}",0.100719424460432,0.56,0.179856115107914,1.5568,14
"{COMP6490,COMP6730} => {COMP8420}",0.100719424460432,0.466666666666667,0.215827338129496,1.38014184397163,14
"{COMP6240,COMP8410,COMP8420} => {COMP8430}",0.100719424460432,0.933333333333333,0.107913669064748,1.39498207885305,14
"{COMP6240,COMP8420,COMP8430} => {COMP8410}",0.100719424460432,1,0.100719424460432,1.59770114942529,14
"{COMP6240,COMP8410,COMP8430} => {COMP8420}",0.100719424460432,0.4375,0.230215827338129,1.2938829787234,14
"{COMP8410,COMP8420,COMP8430} => {COMP6240}",0.100719424460432,0.325581395348837,0.309352517985611,0.780272654370489,14
"{COMP6490,COMP6730,COMP8420} => {COMP8410}",0.100719424460432,1,0.100719424460432,1.59770114942529,14
"{COMP6490,COMP8410,COMP8420} => {COMP6730}",0.100719424460432,0.466666666666667,0.215827338129496,0.661904761904762,14
"{COMP6730,COMP8410,COMP8420} => {COMP6490}",0.100719424460432,0.56,0.179856115107914,1.5568,14
"{COMP6490,COMP6730,COMP8410} => {COMP8420}",0.100719424460432,0.5,0.201438848920863,1.47872340425532,14
"{COMP6490,COMP6730,COMP8420} => {COMP8430}",0.100719424460432,1,0.100719424460432,1.49462365591398,14
"{COMP6490,COMP8420,COMP8430} => {COMP6730}",0.100719424460432,0.466666666666667,0.215827338129496,0.661904761904762,14
"{COMP6730,COMP8420,COMP8430} => {COMP6490}",0.100719424460432,0.583333333333333,0.172661870503597,1.62166666666667,14
"{COMP6490,COMP6730,COMP8430} => {COMP8420}",0.100719424460432,0.482758620689655,0.20863309352518,1.42773294203962,14
"{COMP6490,COMP6730,COMP8410,COMP8420} => {COMP8430}",0.100719424460432,1,0.100719424460432,1.49462365591398,14
"{COMP6490,COMP6730,COMP8420,COMP8430} => {COMP8410}",0.100719424460432,1,0.100719424460432,1.59770114942529,14
"{COMP6490,COMP8410,COMP8420,COMP8430} => {COMP6730}",0.100719424460432,0.466666666666667,0.215827338129496,0.661904761904762,14
"{COMP6730,COMP8410,COMP8420,COMP8430} => {COMP6490}",0.100719424460432,0.583333333333333,0.172661870503597,1.62166666666667,14
"{COMP6490,COMP6730,COMP8410,COMP8430} => {COMP8420}",0.100719424460432,0.518518518518518,0.194244604316547,1.53349093774626,14
